,Fecha extrac,Enlace,Marca,Modelo,Precio,Localización,Potencia,Tipo vendedor,Categoría,Tipo de vehículo,puertas,Versión del país,Garantía,Kilometraje,Año,Tipo de cambio,Capacidad,Consumo de combustible,Color exterior,Color original,Tracción,plazas,Número de marchas,Número de cilindros,Peso,Tipo de combustible,Mes
0,2023-11-11,https://www.autoscout24.es/anuncios/lynk-co-01-1-1-5-hev-electro-gasolina-azul-651385ce-4a37-49cf-be06-9341ca531cda,Lynk & Co,01,226301.0,https://maps.google.com/?q=AVENIDA%20CARLOS%20SAINZ%2C%2015%20LEGANES%2C%2028914%20MADRID%2C%20ES,197,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,53627,2021,Automático,998.0,8.3,Azul,Azul,Tracción delantera,5,6,3,1237.0,Gasolina,11
1,2023-11-11,https://www.autoscout24.es/anuncios/cupra-formentor-1-5-tsi-150-gasolina-negro-aeac313c-adee-406f-9cf2-8294c1856abd,Cupra,Formentor,20995.0,https://maps.google.com/?q=AVENIDA%20DE%20CATALU%C3%91A%20103%2C%2050014%20ZARAGOZA%2C%20ES,150,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,26141,2021,Manual,1968.0,12.1,Negro,Negro Midnight (metalizado),Tracción a las cuatro ruedas,5,7,4,1761.0,Diésel,5
2,2023-11-11,https://www.autoscout24.es/anuncios/gmc-yukon-denali-6-2-v8-4wd-gasolina-gris-d8e63064-1729-4d93-9942-780d82a86aef,GMC,Yukon,79000.0,https://maps.google.com/?q=C%2F%20VICENTE%20MUZAS%2C%203%20-%20LOCAL.%2C%2028043%20MADRID%2C%20ES,426,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,81422,2018,Automático,1995.0,5.1,Gris,Gris,Tracción a las cuatro ruedas,2,8,4,1760.0,Diésel,6
3,2023-11-11,https://www.autoscout24.es/anuncios/infiniti-q50-3-5-hybrid-sport-aut-electro-gasolina-9fc6e59e-3c38-4c3d-96e0-7ce83797f870,Infiniti,Q50,27250.0,https://maps.google.com/?q=CARRETERA%20N-II%20N%C2%BA%2013%2C%2017458%20FORNELLS%20DE%20LA%20SELVA%2C%20ES,364,Prof.,Sedán,Ocasión,4,España,12,92253,2019,Automático,4134.0,2.7,ROJO,ROJO,Tracción a las cuatro ruedas,4,8,8,2215.0,Diésel,1
4,2023-11-11,https://www.autoscout24.es/anuncios/audi-r8-4-2-fsi-quattro-r-tronic-gasolina-plateado-650fba34-44e3-4146-b0f8-558b1f4fd1e7,Audi,R8,51500.0,https://maps.google.com/?q=Ctra.%20Madrid%2C%20Km.%204%2C%203006%20ALICANTE%2C%20ES,420,Prof.,Coupé,Ocasión,2,España,12,81100,2007,Automático,1600.0,5.3,Plateado,Gris Plata,Tracción delantera,5,6,4,1580.0,Diésel,6
5,2023-11-11,https://www.autoscout24.es/anuncios/porsche-992-turbo-s-coupe-pdk-gasolina-gris-3e74b690-acb4-4972-b3ab-da6d0721bdbc,Porsche,992,289900.0,https://maps.google.com/?q=Poligono%20Industrial%20Sud%2C%20sector%20P3%20Nave%2010%2C%208440%20CARDEDEU%2C%20ES,650,Prof.,Coupé,Demostración,2,España,18,1650,2022,Automático,1590.0,5.7,Gris,Gris Ágata,Tracción delantera,5,5,4,1285.0,Gasolina,11
6,2023-11-11,https://www.autoscout24.es/anuncios/ferrari-812-superfast-gasolina-rojo-6cd19309-d677-42c4-ad79-212ad720623f,Ferrari,812,379999.0,https://maps.google.com/?q=C%2FCARRIL%20DE%20PICAZA%20N%C2%BA2%20POLG.%20IND.%20SAN%20PEDRO%20DE%20ALCANTARA.%2C%2029670%20MARBELLA%2C%20ES,799,Prof.,Coupé,Ocasión,2,España,12,4600,2018,Automático,1950.0,6.6,Rojo,Rosso Corsa,Tracción trasera,5,9,4,1870.0,Diésel,1
7,2023-11-11,https://www.autoscout24.es/anuncios/ds-automobiles-ds-7-crossback-bluehdi-de-96kw-130cv-so-chic-diesel-negro-e910bea6-d0e7-44b7-91d9-ba920d7fc68c,DS Automobiles,DS 7 Crossback,212901.0,https://maps.google.com/?q=AV.%20DE%20AR%C3%93STEGUI%2C%2030%2C%2031009%20PAMPLONA%2C%20ES,131,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,41000,2020,Manual,5204.0,12.7,Negro,Negro,Tracción trasera,5,7,10,1339.0,Gasolina,3
8,2023-11-11,https://www.autoscout24.es/anuncios/bentley-continental-gt-speed-aut-gasolina-blanco-a1720bfa-178c-448a-9663-e243ccfde1bc,Bentley,Continental,64500.0,https://maps.google.com/?q=Crtra.de%20Cadiz%20Km%20171%2C%2029670%20San%20Pedro%20de%20Alcantara%2C%20ES,610,Prof.,Coupé,Ocasión,2,España,12,92025,2009,Automático,2987.0,7.8,Blanco,Blanco,Tracción trasera,5,8,6,1950.0,Diésel,6
9,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-glc-250-250d-4matic-aut-diesel-azul-956e27d8-5378-43b3-a6d1-9f471ecb094c,Mercedes-Benz,GLC 250,359001.0,https://maps.google.com/?q=AVDA%20CAMINO%20DE%20LO%20CORTAO%20N%C2%BA37%20B%20NAVE%20B%2C%2028703%20SAN%20SEBASTIAN%20DE%20LOS%20REYES%2C%20ES,204,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,49000,2019,Automático,1796.0,9.1,Azul,PACK AMG,Tracción trasera,4,6,4,935.0,Gasolina,5
10,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-gls-500-4matic-aut-gasolina-840764c3-5fa1-4fc2-8f15-4fea6c89c55b,Mercedes-Benz,GLS 500,69991.0,https://maps.google.com/?q=CARRETERA%20DE%20MADRID%20KM%20332%2C%2023009%20JAEN%2C%20ES,455,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,55925,2018,Automático,1987.0,4.1,NEGRO OBSIDIANA,NEGRO OBSIDIANA,Tracción delantera,4,1,4,1615.0,Gasolina,7
11,2023-11-11,https://www.autoscout24.es/anuncios/ferrari-f12-f12berlinetta-gasolina-negro-6e65f6ff-7dd7-4149-84e5-9585ab9037ef,Ferrari,F12,195000.0,https://maps.google.com/?q=Avenida%20de%20Somosierra%2C%2012%20Portal%20A-%20Local%20--%20Edificio%20Cristal%2C%2028703%20San%20Sebastian%20de%20los%20Reyes%2C%20ES,741,Prof.,Coupé,Ocasión,3,España,12,53200,2013,Automático,1495.0,5.648314606741573,Negro,Negro,Tracción delantera,7,7,4,1380.0,Gasolina,2
12,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-s-400-400d-4matic-9g-tronic-diesel-gris-57dc12f0-c7a2-4d17-af19-13ec5e4308bc,Mercedes-Benz,S 400,105900.0,https://maps.google.com/?q=C%2F%20DRETS%20HUMANS%2C%2029%2C%208870%20SITGES%2C%20ES,330,Prof.,Sedán,Ocasión,4,España,24,19000,2022,Automático,2987.0,8.5,Gris,Selenita,Tracción trasera,5,8,6,2060.0,Diésel,10
13,2023-11-11,https://www.autoscout24.es/anuncios/maserati-granturismo-s-aut-gasolina-negro-9269a253-5365-4df7-a6aa-60d5e8e0338c,Maserati,GranTurismo,34990.0,https://maps.google.com/?q=AVENIDA%20FERNAN%20NU%C3%91EZ%20N%C2%BA6%2C%2014191%20EL%20ARRECIFE%2F%20LA%20CARLOTA%2C%20ES,439,Prof.,Coupé,Ocasión,2,España,12,100000,2008,Automático,1999.0,4.3,Negro,Negro,Tracción a las cuatro ruedas,2,1,1,1708.0,Eléctrico,6
14,2023-11-11,https://www.autoscout24.es/anuncios/citroen-cx-25-prestige-aut-gasolina-gris-c04cffa4-b590-4c2b-ad48-c10b82b6ad45,Citroen,CX,7990.0,https://maps.google.com/?q=Urbanizaci%C3%B3n%20la%20Vall%2C%20Bloque%20D.Local%204.%2C%208398%20Santa%20Susanna%2C%20ES,137,Prof.,Sedán,Clásica,4,España,12,122000,1986,Automático,1950.0,4.2,Gris,Gris,Tracción delantera,5,8,4,1490.0,Diésel,5
15,2023-11-11,https://www.autoscout24.es/anuncios/bmw-640-640da-cabrio-xdrive-diesel-gris-939f7aae-96f5-4ac0-9faa-804e0a34e678,BMW,640,29400.0,https://maps.google.com/?q=AVDA.%20PIRELLI%2C%2014%2C%208241%20MANRESA%2C%20ES,313,Prof.,Cabrio,Ocasión,2,España,12,127000,2012,Automático,1499.0,5.5,Gris,Gris,Tracción delantera,5,6,3,1365.0,Gasolina,7
16,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-c-220-d-berlina-diesel-6ad8052b-1683-4625-8af8-da9f33508f91,Mercedes-Benz,C 220,45900.0,https://maps.google.com/?q=MADRID%2C%20S%2FN%2C%2028045%20MADRID%2C%20ES,200,Prof.,Sedán,Ocasión,4,España,36,28934,2022,Automático,5204.0,24.7,Blanco polar,Blanco polar,Tracción trasera,5,7,10,1339.0,Gasolina,11
17,2023-11-11,https://www.autoscout24.es/anuncios/bmw-730-730lda-diesel-negro-87895552-4d79-4bb0-ae70-7bd61b19aa09,BMW,730,22900.0,https://maps.google.com/?q=VIA%20AUGUSTA%2C%20238%2C%2008006%20BARCELONA%2C%20ES,258,Prof.,Sedán,Ocasión,4,España,12,187000,2014,Automático,1798.0,6.9,Negro,Negro,Tracción delantera,5,6,4,1430.0,Gasolina,3
18,2023-11-11,https://www.autoscout24.es/anuncios/audi-rs6-avant-tfsi-quattro-tiptronic-gasolina-gris-662c4b80-bb15-48f8-ab92-f2cb71421549,Audi,RS6,125500.0,https://maps.google.com/?q=AV.%20VALLES%20135B%2C%2008223%20TERRASSA%2C%20ES,600,Prof.,Familiar,Ocasión,5,España,12,39900,2021,Automático,5600.0,5.9,Gris,Grey Nardo,Tracción delantera,4,1,3,1664.0,Gasolina,1
19,2023-11-11,https://www.autoscout24.es/anuncios/bmw-730-730lda-diesel-negro-1d6a8cb3-54ed-4278-a204-7cffe6fe5ae6,BMW,730,23900.0,https://maps.google.com/?q=CTRA.%20DE%20RUB%C3%8D%2088%2C%2008173%20SANT%20CUGAT%20DEL%20VALL%C3%88S%2C%20ES,258,Prof.,Sedán,Ocasión,4,España,12,188000,2014,Automático,3799.0,6.9,Negro,Negro,Tracción trasera,5,7,8,1400.0,Gasolina,10
20,2023-11-11,https://www.autoscout24.es/anuncios/land-rover-range-rover-evoque-2-0l-td4-132kw-180cv-4x4-hse-auto-diesel-negro-cbeaf750-c992-4fa2-a104-b277f8a25d2e,Land Rover,Range Rover Evoque,21490.0,https://maps.google.com/?q=AVENIDA%20ALICANTE%2C%2053%2C%203007%20MURCIA%2C%20ES,179,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,114000,2017,Automático,1598.0,3.7,Negro,Negro,Tracción delantera,5,6,4,1320.0,Diésel,1
21,2023-11-11,https://www.autoscout24.es/anuncios/kia-stinger-gt-3-3-t-gdi-366-cv-auto-4wd-5p-gasolina-rojo-cc08b5cd-a136-4445-9c82-c8924073c6e8,Kia,Stinger,35900.0,https://maps.google.com/?q=AVDA.%20CAN%20JOFRESA%2C%2035%2C%2008226%20TERRASSA%2C%20ES,366,Prof.,Sedán,Ocasión,5,España,12,56000,2019,Automático,5645.0,7.3,Rojo,ROJO,Tracción a las cuatro ruedas,7,8,8,2441.0,Gasolina,4
22,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-c-200-9g-tronic-gasolina-gris-3371abdc-05eb-4337-8b2c-b1b0ec518324,Mercedes-Benz,C 200,419001.0,https://maps.google.com/?q=AVDA.RICARDO%20CARAPETO%20N%C2%BA%20135%2C%2006008%20BADAJOZ%2C%20ES,204,Prof.,Sedán,Ocasión,4,España,24,20352,2021,Automático,1995.0,4.9,Gris,Gris,Tracción a las cuatro ruedas,2,5,4,1250.0,Gasolina,11
23,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-a-250-e-amg-line-euro-6d-diesel-63cce953-b1cd-45ba-9efd-be504ae1a0cc,Mercedes-Benz,A 250,35900.0,https://maps.google.com/?q=MADRID%2C%20S%2FN%2C%2028045%20MADRID%2C%20ES,160,Prof.,Sedán,Ocasión,5,España,24,17256,2022,Automático,2000.0,4.1,BLANCO POLAR - PINTURA UN,BLANCO POLAR - PINTURA UN,Tracción delantera,5,1,4,1615.0,Gasolina,11
24,2023-11-11,https://www.autoscout24.es/anuncios/audi-a6-allroad-quattro-3-0tdi-s-tronic-200kw-diesel-negro-49476154-65bc-4d1e-a377-a712fa1e1f8f,Audi,A6 allroad,33150.0,https://maps.google.com/?q=TAURO%2C%2027%2C%2028042%20MADRID%2C%20ES,272,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,82211,2018,Automático,3799.0,5.7,Negro,Negro,Tracción trasera,5,7,8,1400.0,Gasolina,12
25,2023-11-11,https://www.autoscout24.es/anuncios/land-rover-range-rover-velar-2-0d-standard-4wd-aut-180-diesel-negro-fb5f9f3f-9818-4349-83eb-3d4f5eb7a927,Land Rover,Range Rover Velar,34490.0,https://maps.google.com/?q=C%2FSANCHEZ%20PACHECO%2C%2048%2C%2028002%20MADRID%2C%20ES,179,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,65830,2019,Automático,1598.0,4.1,Negro,Negro,Tracción delantera,5,6,4,1320.0,Diésel,8
26,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-c-300-300d-9g-tronic-diesel-gris-4af71db5-4ce2-4ea9-aa9c-4d6e3ff5ffc3,Mercedes-Benz,C 300,369001.0,https://maps.google.com/?q=AVDA.%20EUROPA%2C%209%20-%20NAVE%20B%2C%2008401%20GRANOLLERS%2C%20ES,245,Prof.,Sedán,Ocasión,4,España,12,11000,2019,Automático,1987.0,4.1,Gris,Gris,Tracción delantera,5,1,4,1615.0,Gasolina,7
27,2023-11-11,https://www.autoscout24.es/anuncios/volkswagen-golf-2-0tdi-highline-diesel-azul-18f4ea38-f98a-4850-b29c-7f6b5f3b2679,Volkswagen,Golf,7990.0,https://maps.google.com/?q=RIO%20TORMES%2C%2028110%20ALGETE%2C%20ES,140,Prof.,Coche pequeño,Ocasión,5,España,12,146000,2009,Manual,1461.0,3.8,Azul,Azul,Tracción delantera,5,6,4,1315.0,Diésel,11
28,2023-11-11,https://www.autoscout24.es/anuncios/bmw-430-430ia-gran-coupe-gasolina-blanco-d102922b-31d5-4f6e-aefd-0de27798c952,BMW,430,24790.0,https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,252,Prof.,Coupé,Ocasión,5,España,12,68371,2019,Automático,1984.0,8.1,Blanco,Blanco,Tracción a las cuatro ruedas,5,7,4,1880.0,Gasolina,5
29,2023-11-11,https://www.autoscout24.es/anuncios/volkswagen-t-cross-1-0-tsi-edition-gasolina-gris-500ac527-f9cf-48d7-b959-5087e5ca33ab,Volkswagen,T-Cross,14800.0,https://maps.google.com/?q=Avenida%20Rodriguez%20Acosta%2020%2C%2018600%20MOTRIL%2C%20ES,95,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,52674,2020,Manual,1333.0,5.6,Gris,Gris,Tracción delantera,5,6,4,1234.0,Gasolina,9
30,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-cla-200-7g-dct-gasolina-negro-4947b864-4598-4f79-b97a-c037f1c23f19,Mercedes-Benz,CLA 200,30900.0,https://maps.google.com/?q=APARTADO%20DE%20CORREOS%201032%2C%2026140%20LOGRO%C3%91O%2C%20ES,163,Prof.,Coupé,Ocasión,4,España,24,66850,2019,Automático,3456.0,8.7,Negro,Negro Noche,Tracción a las cuatro ruedas,4,10,6,1730.0,Gasolina,8
31,2023-11-11,https://www.autoscout24.es/anuncios/citroen-c3-comercial-bluehdi-100-diesel-blanco-5650c702-d154-4bd4-a27c-3d7cbebaaffb,Citroen,C3,8995.0,https://maps.google.com/?q=C%2F%20TIJARAFE%2C%2025%2C%2038108%20SANTA%20CRUZ%20DE%20TENERIFE%2C%20ES,102,Prof.,Sedán,Ocasión,5,España,12,39532,2021,Manual,2191.0,4.1,Blanco,Blanco,Tracción delantera,5,6,4,1320.0,Diésel,2
32,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x6-xdrive-40da-diesel-blanco-ce9176b9-3e30-4689-bef5-840a083d95df,BMW,X6,36990.0,https://maps.google.com/?q=SANTIAGO%20RAMON%20Y%20CAJAL%20N%C2%BA1%2C%2028939%20ARROYOMOLINOS%2C%20ES,313,Prof.,Coupé,Ocasión,5,España,12,159000,2015,Automático,1998.0,8.9,Blanco,Blanco,Tracción delantera,5,5,4,1655.0,Super 95,12
33,2023-11-11,https://www.autoscout24.es/anuncios/porsche-macan-s-diesel-9-75-aut-diesel-aff83397-f32b-4a2c-8811-0bfc14e7dfb0,Porsche,Macan,34990.0,https://maps.google.com/?q=RONDA%20PONENT%2C%2012%2C%2008201%20SABADELL%2C%20ES,258,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,164000,2015,Automático,1199.0,4.8,Gris-negro,Gris-negro,Tracción delantera,2,6,3,1165.0,Gasolina,2
34,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x5-m-competition-gasolina-gris-d38fd6b3-85cf-45ac-9f0d-2658f3e1b59c,BMW,X5,1869001.0,https://maps.google.com/?q=Poligono%20Industrial%20Sud%2C%20sector%20P3%20Nave%2010%2C%208440%20CARDEDEU%2C%20ES,625,Prof.,SUV/4x4/Pickup,Demostración,5,España,36,4100,2023,Automático,1498.0,5.2,Gris,M Brooklyn Grey Metallic,Tracción delantera,5,6,4,1504.0,Gasolina,8
35,2023-11-11,https://www.autoscout24.es/anuncios/land-rover-range-rover-evoque-2-0d-mhev-r-dynamic-se-awd-aut-150-diesel-gris-f380464a-107b-4fdb-a106-bcb7c63bb20d,Land Rover,Range Rover Evoque,300001.0,https://maps.google.com/?q=AVDA%20CAMINO%20DE%20LO%20CORTAO%20N%C2%BA37%20B%20NAVE%20B%2C%2028703%20SAN%20SEBASTIAN%20DE%20LOS%20REYES%2C%20ES,150,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,58000,2019,Automático,999.0,5.8,Gris,R-DYNAMIC,Tracción delantera,4,6,3,1320.0,Gasolina,5
36,2023-11-11,https://www.autoscout24.es/anuncios/bmw-520-520da-gran-turismo-diesel-gris-a5980f55-ca4b-4458-a97c-f70cf9a198b3,BMW,520,16995.0,https://maps.google.com/?q=Avinguda%20d%27els%20Arcs%20%2027%2C%2046940%20Manises%2C%20ES,184,Prof.,Sedán,Ocasión,5,España,12,149385,2016,Automático,1000.0,6.6,Gris,Gris,Tracción delantera,5,5,4,1205.0,Gasolina,2
37,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-glc-250-250d-4matic-aut-diesel-plateado-e2a36ecf-6b12-442c-ad33-ada899fdbf77,Mercedes-Benz,GLC 250,33790.0,https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,204,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,86794,2018,Automático,3456.0,9.7,Plateado,Plateado,Tracción trasera,5,6,6,1415.0,Gasolina,12
38,2023-11-11,https://www.autoscout24.es/anuncios/porsche-cayenne-e-hybrid-otros-negro-98ca9e63-a66d-4449-8b63-841ce2931fa6,Porsche,Cayenne,40990.0,https://maps.google.com/?q=CTRA.%20ACC%C3%89S%20COSTA%20BRAVA%2C%20190%2C%2C%2017300%20BLANES%2C%20ES,462,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,189000,2018,Automático,1500.0,3.8,Negro,Negro,Tracción delantera,5,6,4,1331.0,Diésel,1
39,2023-11-11,https://www.autoscout24.es/anuncios/peugeot-traveller-1-5bluehdi-active-compact-120-diesel-negro-52e4b0e4-e607-4660-b582-e319732459bb,Peugeot,Traveller,27990.0,https://maps.google.com/?q=Esqueis%2C%201%20(nave%208)%2C%208415%20Bigues%20i%20riells%2C%20ES,122,Prof.,Monovolumen,Ocasión,4,España,12,44753,2018,Manual,1997.0,10.9,Negro,Negro,Tracción a las cuatro ruedas,5,5,4,1470.0,Diésel,7
40,2023-11-11,https://www.autoscout24.es/anuncios/audi-q7-3-0tdi-quattro-tiptronic-7pl-200kw-9-75-diesel-azul-98a4e57c-03e8-4ee0-8afa-4cb8b7c48ddd,Audi,Q7,43500.0,https://maps.google.com/?q=CALLE%20ARTES%20GRAFICAS%201%2C%20NAVE%2017%20Y%2018e%2017%20y%2018%2C%2028320%20PINTO%2C%20ES,272,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,79900,2018,Automático,1995.0,6.2,Azul,Ink Blue Metallic (C7),Tracción trasera,7,1,4,1801.0,Eléctrico,1
41,2023-11-11,https://www.autoscout24.es/anuncios/audi-r8-v10-fsi-performance-quattro-s-tronic-456kw-gasolina-gris-00b80763-e87d-41b7-a204-e5bdd67a5c1f,Audi,R8,174900.0,https://maps.google.com/?q=CTRA.%20PATERNA%20-%20CA%C3%91ADA%2C%20KM.%202%2C2%2C%2046980%20PATERNA%2C%20ES,620,Prof.,Coupé,Ocasión,2,España,12,18000,2021,Automático,1461.0,3.6,Gris,Gris Daytona efecto perla,Tracción delantera,5,5,4,1071.0,Diésel,3
42,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-g-63-amg-4matic-9g-tronic-gasolina-negro-80db708d-e34d-4bb7-b790-7ae39d6886fc,Mercedes-Benz,G 63 AMG,239900.0,https://maps.google.com/?q=Poligono%20Industrial%20Sud%2C%20sector%20P3%20Nave%2010%2C%208440%20CARDEDEU%2C%20ES,585,Prof.,SUV/4x4/Pickup,Demostración,5,España,36,4900,2023,Automático,4608.0,11.1,Negro,Negro Obsidiana,Tracción trasera,5,8,8,1945.0,Gasolina,6
43,2023-11-11,https://www.autoscout24.es/anuncios/peugeot-2008-1-2-puretech-s-s-allure-100-gasolina-gris-f571e95f-1a7c-4c83-82a6-dec46f5213ee,Peugeot,2008,21147.0,https://maps.google.com/?q=AVENIDA%20JOS%C3%89%20G%C3%81RATE%205%2C%2C%2028823%20COSLADA%2C%20ES,102,Prof.,SUV/4x4/Pickup,KM0,5,España,36,2,2023,Manual,999.0,6.7,Gris,Gris,Tracción delantera,5,6,3,1060.0,Gasolina,11
44,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-e-220-220cdi-be-dynamic-ed-avantgarde-7g-plus-diesel-amarillo-6fd0b82b-e820-46c3-85d8-1bd20aa23198,Mercedes-Benz,E 220,6800.0,https://maps.google.com/?q=Calle%20Ponferrada%2048%2C%2028029%20Madrid%2C%20ES,170,Prof.,Sedán,Ocasión,4,España,12,290900,2009,Automático,1987.0,5.3,Amarillo,Amarillo,Tracción delantera,5,1,4,1615.0,Gasolina,1
45,2023-11-11,https://www.autoscout24.es/anuncios/audi-a7-sportback-50-tdi-quattro-tiptronic-210kw-diesel-blanco-f304c935-960f-4495-943b-10422676217e,Audi,A7,42890.0,https://maps.google.com/?q=Avd.%20de%20Gij%C3%B3n%2C%2021%20-%20bajo%2C%2033420%20Lugones%2C%20ES,286,Prof.,Coupé,Ocasión,5,España,12,100000,2019,Automático,2993.0,11.2,Blanco,Blanco,Tracción a las cuatro ruedas,5,7,6,2150.0,Diésel,1
46,2023-11-11,https://www.autoscout24.es/anuncios/peugeot-407-coupe-2-7hdi-aut-diesel-negro-c57777a7-b89f-4822-8315-da03d800f2a8,Peugeot,407,5500.0,https://maps.google.com/?q=Diseminado%20Vereda%20de%20la%20Cueva%2042%2C%2030161%20Llano%20de%20Brujas%2C%20ES,204,Prof.,Coupé,Ocasión,2,España,12,206301,2009,Automático,1500.0,3.8,Negro,Negro,Tracción delantera,5,6,4,1331.0,Diésel,8
47,2023-11-11,https://www.autoscout24.es/anuncios/audi-q5-2-0tdi-quattro-ultra-s-tronic-120kw-diesel-negro-63d05540-3594-4dde-8bcb-068c031c9ec6,Audi,Q5,22390.0,https://maps.google.com/?q=AVENIDA%20ALICANTE%2C%2053%2C%203007%20MURCIA%2C%20ES,163,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,166000,2018,Automático,2776.0,9.4,Negro,Negro,Tracción a las cuatro ruedas,5,5,4,1980.0,Diésel,4
48,2023-11-11,https://www.autoscout24.es/anuncios/cupra-formentor-1-5-tsi-150-dsg-gasolina-gris-b71845b2-7927-4498-bb68-5b28419cf28c,Cupra,Formentor,268001.0,https://maps.google.com/?q=AVDA.%20ANDALUCIA%2C%20S%2FN%2C%2018015%20GRANADA%2C%20ES,150,Prof.,SUV/4x4/Pickup,Ocasión,5,España,60,21900,2022,Automático,4163.0,12.1,Gris,GRAPHENE,Tracción a las cuatro ruedas,5,6,8,1705.0,Gasolina,2
49,2023-11-11,https://www.autoscout24.es/anuncios/peugeot-208-1-2-puretech-s-s-active-pack-100-gasolina-negro-10a5c619-5dc5-452c-bf6c-b49c7d75c3fd,Peugeot,208,12495.0,https://maps.google.com/?q=Av.%20de%20los%20Deportes%2019%2C%2046600%20Alzira%2C%20ES,102,Prof.,Coche pequeño,Ocasión,5,España,12,68048,2021,Manual,1498.0,4.8,Negro,Negro,Tracción delantera,5,5,4,1469.0,Gasolina,3
50,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-e-220-coupe-220d-9g-tronic-diesel-azul-c684f551-9d78-4fd8-9860-8f107a8a61d1,Mercedes-Benz,E 220,36900.0,https://maps.google.com/?q=PORT.%20TARRACO%2C%20MOLL%20DE%20LLEVANT%2C%20N%C2%BA%205%2C%20LOC.%206-8%2C%2043004%20TARRAGONA%2C%20ES,194,Prof.,Coupé,Ocasión,2,España,12,80700,2018,Automático,1995.0,7.1,Azul,Azul metalizado (CAVANSITE BLU,Tracción trasera,5,5,4,1305.0,Gasolina,5
51,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x6-xdrive-30da-diesel-negro-6dbbcf3c-6fd2-4f2d-8d03-607351f2d12b,BMW,X6,27990.0,https://maps.google.com/?q=AVENIDA%20CONDESA%20DE%20CHINCHON%20107%2C%20PLANTA%201%2C%20LOCAL%201-2.1%2C%2028660%20BOADILLA%20DEL%20MONTE%2C%20ES,235,Prof.,Coupé,Ocasión,5,España,12,168000,2010,Automático,3498.0,5.4,Negro,HAMANN,Tracción delantera,5,6,4,1258.0,Gasolina,1
52,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-s-350-d-l-diesel-negro-1ef14788-9c64-4c69-8ccf-145b571c8f6a,Mercedes-Benz,S 350,36990.0,https://maps.google.com/?q=Crta%20de%20Toledo%20km%20200%20Salida%209B%2C%2028919%20LEGANES%2C%20ES,258,Prof.,Sedán,Ocasión,4,España,12,143887,2016,Automático,3456.0,8.5,Negro,Negro,Tracción trasera,5,6,6,1457.0,Super Plus 98,5
53,2023-11-11,https://www.autoscout24.es/anuncios/nissan-qashqai-1-7-dci-acenta-110kw-4wd-5p-diesel-blanco-4de6c8b5-b83a-45f5-9687-31716e1d4eb3,Nissan,Qashqai,14990.0,https://maps.google.com/?q=AVENIDA%20DE%20BURGOS%2C%2093%2C%2028050%20MADRID%2C%20ES,150,Prof.,Sedán,Ocasión,5,España,12,74940,2019,Manual,3000.0,11.7,Blanco,BLANCO,Tracción a las cuatro ruedas,5,8,6,1950.0,Gasolina,10
54,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-e-450-4matic-9g-tronic-gasolina-azul-f069512f-8826-49f7-bbed-53f9e6a62fa7,Mercedes-Benz,E 450,45990.0,https://maps.google.com/?q=CTRA.%20CORDOBA%2C%20KM.%20429%2C%2018230%20ATARFE%2C%20ES,367,Prof.,Sedán,Ocasión,4,España,12,49000,2019,Automático,2487.0,4.7,Azul,Azul,Tracción delantera,5,1,4,1620.0,Otros,2
