,Fecha extrac,Enlace,Marca,Modelo,Precio,Localización,Potencia,Tipo vendedor,Categoría,Tipo de vehículo,puertas,Versión del país,Garantía,Kilometraje,Año,Tipo de cambio,Capacidad,Consumo de combustible,Color exterior,Color original,Tracción,plazas,Número de marchas,Número de cilindros,Peso,Tipo de combustible,Mes
2616,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-db11-4-0-510-gasolina-negro-9261d526-0d5f-4b06-b26e-f2343d11b76e,Aston Martin,DB11,191900.0,https://maps.google.com/?q=Madrid%20%2F%20Valencia%20%2F%20Murcia%2C%2028260%20Madrid%2C%20ES,510,Prof.,Coupé,Ocasión,2,España,12,14601,2022,Automático,1461.0,9.9,Negro,Negro,Tracción delantera,2,6,4,1189.0,Diésel,4
2617,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-vantage-gasolina-negro-b1835af8-6036-497d-a7c3-eb200015c978,Aston Martin,Vantage,499000.0,https://maps.google.com/?q=Pol%C3%ADgono%20Industrial%20%20El%20Puente%2C%20nave%2016%2C%2030560%20ALGUAZAS%2C%20ES,510,Prof.,Coupé,KM0,2,España,12,52,2022,Automático,2191.0,5.9,Negro,Negro,Tracción delantera,5,6,4,1460.0,Diésel,8
2619,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-dbx-4-0-awd-aut-gasolina-negro-efad7c97-fdba-4b96-a49b-0cde111b7a82,Aston Martin,DBX,239000.0,https://maps.google.com/?q=Pol%C3%ADgono%20Industrial%20%20El%20Puente%2C%20nave%2016%2C%2030560%20ALGUAZAS%2C%20ES,551,Prof.,SUV/4x4/Pickup,KM0,5,España,12,1,2023,Automático,2360.0,1.8,Negro,Negro,Tracción delantera,2,1,4,1420.0,Eléctrico,3
2620,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-dbs-superleggera-volante-gasolina-azul-8f88180a-9148-44b2-bb05-d6a7016b0009,Aston Martin,DBS,400900.0,https://maps.google.com/?q=Madrid%20%2F%20Valencia%20%2F%20Murcia%2C%2028260%20Madrid%2C%20ES,725,Prof.,Coupé,Demostración,2,España,12,2087,2022,Automático,1998.0,7.1,Azul,Azul,Tracción delantera,5,8,4,1510.0,Gasolina,1
2621,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-dbs-superleggera-gasolina-gris-bc46381b-5a8d-4fbc-a3c1-ac3b524f5aad,Aston Martin,DBS,326900.0,https://maps.google.com/?q=Madrid%20%2F%20Valencia%20%2F%20Murcia%2C%2028260%20Madrid%2C%20ES,725,Prof.,Coupé,Ocasión,2,España,12,11438,2019,Automático,1998.0,7.6,Gris,Gris,Tracción delantera,5,6,4,1330.0,Gasolina,5
2622,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-dbx-dbx707-gasolina-gris-e396a045-879c-413b-ba21-7e74b09aeb96,Aston Martin,DBX,2999001.0,https://maps.google.com/?q=C%2F%20RAIMON%20I%20CASELLAS%20132%20B%20LOCAL%2C%2008205%20SABADELL%2C%20ES,707,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,6000,2022,Automático,1798.0,3.8,Gris,Gris,Tracción delantera,5,1,4,1370.0,Diésel,11
2623,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-vantage-roadster-gasolina-azul-beca6f48-118c-42f4-b738-f2d71492bef9,Aston Martin,Vantage,218000.0,https://maps.google.com/?q=Avda%2FGran%20v%C3%ADa%20n%C2%BA%2022%2C%2030008%20MURCIA%2C%20ES,510,Prof.,Coupé,KM0,2,España,24,65,2023,Automático,4691.0,15.5,Azul,Azul,Tracción trasera,5,6,8,1880.0,Gasolina,6
2624,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-vantage-roadster-gasolina-verde-57b3e154-40f8-4edd-b748-efcf0804e50a,Aston Martin,Vantage,611900.0,https://maps.google.com/?q=Madrid%20%2F%20Valencia%20%2F%20Murcia%2C%2028260%20Madrid%2C%20ES,510,Prof.,Coupé,KM0,2,España,12,50,2023,Automático,1998.0,15.5,Verde,Verde,Tracción delantera,5,8,4,1474.0,Gasolina,5
2625,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-dbx-4-0-awd-aut-gasolina-negro-44e7a938-4ece-40fe-b3e2-c29eefff8739,Aston Martin,DBX,205000.0,https://maps.google.com/?q=Pol%C3%ADgono%20Industrial%20%20El%20Puente%2C%20nave%2016%2C%2030560%20ALGUAZAS%2C%20ES,551,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,10787,2022,Automático,1686.0,5.2,Negro,Negro,Tracción delantera,5,6,4,1360.0,Diésel,6
2626,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-dbx-4-0-awd-aut-gasolina-rojo-0d052348-3f02-4c5b-967f-1c920e78bebd,Aston Martin,DBX,184900.0,https://maps.google.com/?q=Madrid%20%2F%20Valencia%20%2F%20Murcia%2C%2028260%20Madrid%2C%20ES,551,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,26000,2021,Automático,1399.0,5.1,Rojo,Rojo,Tracción delantera,5,6,4,1273.0,Gasolina,4
2627,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-dbs-superleggera-volante-gasolina-plateado-32be4bcb-e33c-463b-8e0a-75d6b4d791c1,Aston Martin,DBS,408900.0,https://maps.google.com/?q=Madrid%20%2F%20Valencia%20%2F%20Murcia%2C%2028260%20Madrid%2C%20ES,725,Prof.,Coupé,Ocasión,2,España,12,6500,2022,Automático,2993.0,7.6,Plateado,Plateado,Tracción trasera,5,8,6,1730.0,Gasolina,6
2628,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-vantage-f1-edition-gasolina-negro-4b6c6b6f-924d-44ed-8006-d69e249cce48,Aston Martin,Vantage,224000.0,https://maps.google.com/?q=Avda%2FGran%20v%C3%ADa%20n%C2%BA%2022%2C%2030008%20MURCIA%2C%20ES,536,Prof.,Coupé,KM0,2,España,36,150,2023,Automático,6592.0,14.1,Negro,Satin Jet Black,Tracción trasera,4,8,12,1995.0,Gasolina,2
2629,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-vantage-gasolina-gris-0f4e05b1-589d-4526-b9f9-55c0a4249d04,Aston Martin,Vantage,128000.0,https://maps.google.com/?q=Avda%2FGran%20v%C3%ADa%20n%C2%BA%2022%2C%2030008%20MURCIA%2C%20ES,510,Prof.,Coupé,Ocasión,2,España,12,32500,2018,Automático,2979.0,11.7,Gris,Gris,Tracción a las cuatro ruedas,5,8,6,1925.0,Gasolina,7
2630,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-dbs-superleggera-volante-gasolina-azul-31dea979-e9a1-44c0-a0cb-f3b7463a4c04,Aston Martin,DBS,405900.0,https://maps.google.com/?q=Madrid%20%2F%20Valencia%20%2F%20Murcia%2C%2028260%20Madrid%2C%20ES,725,Prof.,Coupé,Demostración,2,España,12,2200,2022,Automático,1749.0,4.8,Azul,Azul,Tracción delantera,5,6,4,1753.0,Diésel,2
2631,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-db9-volante-aut-gasolina-azul-9d1b5d33-37f8-4288-902b-4d220fe7aa32,Aston Martin,DB9,39990.0,https://maps.google.com/?q=Avda.%20Arquitecto%20Miguel%20Angel%20Beloqui%2011%2C%2030007%20Murcia%2C%20ES,450,Prof.,Cabrio,Ocasión,2,España,12,58697,2005,Automático,2987.0,7.2,Azul,Azul,Tracción a las cuatro ruedas,4,8,6,2205.0,Diésel (Filtro de partículas),6
2632,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-vantage-v8-n400-roadster-gasolina-negro-bd7fc9ac-166d-431f-a256-92a5af1dc9b3,Aston Martin,Vantage,69900.0,https://maps.google.com/?q=CTRA.%20DE%20RUB%C3%8D%2088%2C%2008173%20SANT%20CUGAT%20DEL%20VALL%C3%88S%2C%20ES,405,Prof.,Cabrio,Ocasión,2,España,12,86000,2008,Automático,2575.09595959596,11.7,Negro,Negro,Tracción delantera,5,6,5,1720.0,Eléctrico,7
2633,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-vantage-f1-edition-gasolina-gris-2f3a5f59-e45c-4069-a16a-eef677b40fa3,Aston Martin,Vantage,225000.0,https://maps.google.com/?q=Avda%2FGran%20v%C3%ADa%20n%C2%BA%2022%2C%2030008%20MURCIA%2C%20ES,536,Prof.,Coupé,KM0,2,España,36,35,2023,Automático,998.0,11.7,Gris,Gris,Tracción delantera,5,6,3,1265.0,Gasolina,10
2634,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-cygnet-gasolina-azul-c4bbeac3-9bb4-4814-bf9e-e04836ef2e15,Aston Martin,Cygnet,399001.0,https://maps.google.com/?q=CTRA.%20DE%20RUB%C3%8D%2088%2C%2008173%20SANT%20CUGAT%20DEL%20VALL%C3%88S%2C%20ES,98,Prof.,Sedán,Ocasión,3,España,12,108000,2013,Automático,1991.0,8.4,Azul,Azul,Tracción a las cuatro ruedas,5,8,4,1555.0,Gasolina,1
2635,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-dbx-4-0-awd-aut-gasolina-verde-4371156a-195b-4cb0-a4f9-91c61ff21bfa,Aston Martin,DBX,235900.0,https://maps.google.com/?q=Madrid%20%2F%20Valencia%20%2F%20Murcia%2C%2028260%20Madrid%2C%20ES,551,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,9999,2022,Automático,1999.0,6.5,Verde,Verde,Tracción a las cuatro ruedas,5,9,4,1768.0,Diésel,7
2636,2023-11-15,https://www.autoscout24.es/anuncios/aston-martin-vantage-deportivo-automatico-de-3-puertas-gasolina-verde-31f6c686-0618-4621-990a-6040d3e14fd1,Aston Martin,Vantage,1399900.0,https://maps.google.com/?q=Madrid%20%2F%20Valencia%20%2F%20Murcia%2C%2028260%20Madrid%2C%20ES,700,Prof.,Coupé,Demostración,3,España,12,1600,2022,Automático,1997.0,11.7,Verde,Verde,Tracción delantera,5,8,5,1633.311224489796,Diésel,4
2647,2023-11-15,https://www.autoscout24.es/anuncios/austin-mini-moke-gasolina-verde-6f27de5e-e02e-4f48-9460-fe9d125ad971,Austin,Mini Moke,23000.0,https://maps.google.com/?q=Centro%20Comercial%20Sotovila%2C%20IV%2C%20Local%209%2C%2011310%20Sotogrande%2C%20ES,,Prof.,Otros,Clásica,5,España,12,19784,1966,Manual,1995.0,6.2,Verde,Verde,Tracción delantera,5,1,4,1698.0,Diésel,6
2649,2023-11-15,https://www.autoscout24.es/anuncios/austin-mini-moke-gasolina-blanco-2158dad1-8d44-4948-9a53-b01830227245,Austin,Mini Moke,23000.0,https://maps.google.com/?q=Joanot%20Martorell%2C%2023%2C%2046600%20Alzira%2C%20ES,38,Prof.,Coche pequeño,Clásica,4,España,12,10000,1989,Manual,2987.0,7.2,Blanco,Blanco,Tracción a las cuatro ruedas,5,8,6,2205.0,Diésel,3
2652,2023-11-15,https://www.autoscout24.es/anuncios/austin-mini-moke-gasolina-rojo-e63c5faf-2049-432c-bd6b-04f54da4e9fd,Austin,Mini Moke,25900.0,https://maps.google.com/?q=CTRA%20DE%20CORDOBA%2C%2026%2C%2018015%20GRANADA%2C%20ES,38,Prof.,Coche pequeño,Clásica,4,España,12,55624,1988,Manual,999.0,6.1,Rojo,Rojo,Tracción a las cuatro ruedas,5,7,4,1880.0,Gasolina,7
2654,2023-11-15,https://www.autoscout24.es/anuncios/austin-mini-moke-gasolina-rojo-1db9f38c-a8a1-47da-91ed-0641e039afe8,Austin,Mini Moke,26000.0,https://maps.google.com/?q=Centro%20Comercial%20Sotovila%2C%20IV%2C%20Local%209%2C%2011310%20Sotogrande%2C%20ES,38,Prof.,Coche pequeño,Clásica,4,España,12,297468,1989,Manual,1199.0,5.3,Rojo,Rojo,Tracción delantera,5,6,3,1475.0,Gasolina,1
2655,2023-11-15,https://www.autoscout24.es/anuncios/austin-mini-moke-gasolina-rojo-914e0936-1189-4385-9dea-f27c65337b7b,Austin,Mini Moke,219001.0,https://maps.google.com/?q=AVDA.%20ONCE%20DE%20SETEMBRE%2C%201%2C%208970%20SANT%20JOAN%20DESP%C3%8D%2C%20ES,38,Prof.,Coche pequeño,Ocasión,4,España,12,1900,2021,Automático,2987.0,7.8,Rojo,Rojo,Tracción trasera,5,8,6,1950.0,Gasolina,11
2656,2023-11-15,https://www.autoscout24.es/anuncios/austin-healey-100-le-mans-gasolina-rojo-9b123cbf-f82d-4aa7-8ce3-0bab7c625823,Austin-Healey,100,65000.0,https://maps.google.com/?q=Ciempozuelos%20n%C2%BA5%2C%2028925%20ALCORCON%2C%20ES,111,Prof.,Cabrio,Clásica,2,España,12,55000,1956,Manual,1900.0,8.8,Rojo,Rojo,Tracción trasera,5,6,4,1500.0,Diésel,4
2659,2023-11-15,https://www.autoscout24.es/anuncios/austin-healey-3000-mk-iii-bj8-gasolina-verde-03eee067-61b6-4d91-b4ab-be37577f5f53,Austin-Healey,3000,89750.0,https://maps.google.com/?q=CALLE%20MADRID%2035%2C%20NAVE%201%2C%2C%2028813%20TORRES%20DE%20LA%20ALAMEDA%2C%20ES,,Prof.,Otros,Clásica,5,España,12,65771,1966,Manual,1985.0,8.8,Verde,VERDE INGLES BLANCO,Tracción delantera,5,5,4,1340.0,Gasolina,1
2664,2023-11-15,https://www.autoscout24.es/anuncios/baic-senova-x35-1-5-elite-4x2-gasolina-marron-05f2144e-8229-4b40-b653-ae45228ec875,BAIC,Senova X35,19972.0,https://maps.google.com/?q=CALLE%20PERE%20GIRONES%204%2C%2017246%20SANTA%20CRISTINA%20DE%20ARO%2C%20ES,110,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,4561,2021,Manual,2143.0,4.1,Marrón,Bronce,Tracción delantera,4,7,4,1475.0,Diésel,6
2665,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-gt-mulliner-w12-aut-gasolina-blanco-fdd64546-1b7f-410a-9ba6-b41b22018383,Bentley,Continental GT,64900.0,https://maps.google.com/?q=AVD.RICARDO%20SORIANO%20No.5%20PISO%201%20PTRA%20B%20%2029601%20MARBELLA%2C%20M%C3%81LAGA%2C%2029601%20MARBELLA%2C%20ES,,Prof.,Coupé,Ocasión,2,España,12,17305,2008,Automático,1595.0,7.6,Blanco,Blanco,Tracción delantera,5,6,4,1505.0,Diésel,3
2666,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-gtc-aut-gasolina-azul-ae20ac60-800f-4e91-a826-6701675cd561,Bentley,Continental,64500.0,https://maps.google.com/?q=AVD%20NACIONES%20UNIDAS%20N%C2%BA%2036%2C%2029660%20MARBELLA%2C%20ES,559,Prof.,Cabrio,Ocasión,2,España,12,61000,2007,Automático,999.0,7.8,Azul,Azul,Tracción delantera,5,6,3,1015.0,Gasolina,4
2667,2023-11-15,https://www.autoscout24.es/anuncios/bentley-turbo-r-gasolina-azul-364849de-ac3e-45df-a85f-ca0260a68a4f,Bentley,Turbo R,23999.0,https://maps.google.com/?q=Avenida%20de%20Madrid%20n%C2%BA27%2C%2028500%20Arganda%20del%20Rey%2C%20ES,389,Prof.,Sedán,Clásica,4,España,12,46000,1988,Automático,1998.0,9.6,Azul,Azul,Tracción delantera,5,6,4,1700.0,Etanol (Filtro de partículas),7
2668,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-flying-spur-aut-gasolina-azul-3a11f979-ea8e-4f6b-a7aa-862c69af213c,Bentley,Continental,27900.0,https://maps.google.com/?q=ALTEA%2C%2003590%20ALTEA%2C%20ES,559,Prof.,Sedán,Ocasión,4,España,12,150000,2006,Automático,3799.0,7.8,Azul,Azul,Tracción trasera,5,7,8,1400.0,Gasolina,4
2669,2023-11-15,https://www.autoscout24.es/anuncios/bentley-flying-spur-mulliner-625-gasolina-azul-074f0c3b-656a-4e5c-886f-3863ff7a5cd7,Bentley,Flying Spur,84990.0,https://maps.google.com/?q=PICO%20DEL%20ANETO%2C%201%2C%2029680%20ESTEPONA%2C%20ES,625,Prof.,Sedán,Ocasión,4,España,12,110000,2016,Automático,2979.0,7.9,Azul,Bicolor Azul y Blanco Perla,Tracción a las cuatro ruedas,2,8,6,2109.0,Gasolina,9
2670,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-gt-deportivo-automatico-de-2-puertas-gasolina-verde-662a7a1f-dce2-4afd-b194-53766ef9ada4,Bentley,Continental GT,25900.0,https://maps.google.com/?q=Avenida%20de%20somosierra%2012%2C%20calle%203%20nave%20G7%2C%2028703%20SAN%20SEBASTIAN%20DE%20LOS%20REYES%2C%20ES,560,Prof.,Coupé,Ocasión,2,España,12,190000,2004,Automático,2987.0,9.6,Verde,Verde,Tracción a las cuatro ruedas,5,8,6,2109.0,Diésel,3
2671,2023-11-15,https://www.autoscout24.es/anuncios/bentley-bentayga-6-0-gasolina-marron-290cd29e-241b-49af-9373-5dcaaf83985c,Bentley,Bentayga,125900.0,https://maps.google.com/?q=C%2F%20DRETS%20HUMANS%2C%2029%2C%208870%20SITGES%2C%20ES,608,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,39000,2017,Automático,1968.0,4.4,Marrón,Arabica,Tracción delantera,5,6,4,1643.0,Diésel,1
2672,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-flying-spur-aut-gasolina-gris-3165ba4d-3875-40a7-b75d-b6529825a6a4,Bentley,Continental,29990.0,https://maps.google.com/?q=CARRETERA%20DEL%20PLANTIO%2043%2C%2028221%20MAJADAHONDA%2C%20ES,559,Prof.,Sedán,Ocasión,4,España,12,42060,2005,Automático,5600.0,7.8,Gris,Gris,Tracción a las cuatro ruedas,5,1,4,1502.0,Gasolina,12
2673,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-gt-aut-gasolina-gris-d967491a-462c-4d32-ae2a-d46b78d651f5,Bentley,Continental,33900.0,https://maps.google.com/?q=Avda.%20de%20Madrid%2C%2028%2C%2036205%20Vigo%20-%20Pontevedra%2C%20ES,559,Prof.,Coupé,Ocasión,2,España,12,103000,2005,Automático,3600.0,13.1,Gris,Gris,Tracción trasera,5,6,6,1920.0,Gasolina,2
2674,2023-11-15,https://www.autoscout24.es/anuncios/bentley-bentayga-todoterreno-automatico-de-5-puertas-gasolina-gris-a63cf3ac-4bdc-4937-929e-0a54618ee1ca,Bentley,Bentayga,199900.0,https://maps.google.com/?q=AV%2F%20CALCERON%20DE%20LA%20BARCA.%20URB.%20MAGNA%20MARBELLA%2C%2029660%20MARBELLA%2C%20ES,696,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,18182,2016,Automático,1999.0,5.7,Gris,Gris,Tracción trasera,5,8,4,1660.0,Diésel,12
2675,2023-11-15,https://www.autoscout24.es/anuncios/bentley-flying-spur-hybrid-otros-verde-27644175-fa2e-456d-bce7-6983c8e15ac6,Bentley,Flying Spur,254900.0,https://maps.google.com/?q=Crtra.de%20Cadiz%20Km%20171%2C%2029670%20San%20Pedro%20de%20Alcantara%2C%20ES,544,Prof.,Sedán,Demostración,4,España,36,2900,2023,Automático,2979.0,7.9,Verde,Verde,Tracción a las cuatro ruedas,5,8,6,2109.0,Gasolina,4
2676,2023-11-15,https://www.autoscout24.es/anuncios/bentley-arnage-r-gasolina-verde-37864060-1b81-4f2d-aae3-89e41fa8d45e,Bentley,Arnage,84999.0,https://maps.google.com/?q=C%2F%20JUAN%20DE%20LA%20CIERVA%20N%C2%B0%202%2C%2028603%20MARBELLA%2C%20ES,457,Prof.,Sedán,Ocasión,4,España,12,33000,2009,Automático,3799.0,11.9,Verde,Verde,Tracción trasera,5,8,8,1800.0,Gasolina,1
2677,2023-11-15,https://www.autoscout24.es/anuncios/bentley-turbo-r-gasolina-a0fb709c-c75e-4397-a3cc-85d2b41640bb,Bentley,Turbo R,54900.0,https://maps.google.com/?q=CARRETERA%20CADIZ%20KM%20178%20EDIFICIO%20CENTRO%20EXPO%20LOCAL%2010%2C%2029600%20MARBELLA%2C%20ES,389,Prof.,Sedán,Clásica,4,España,12,49125,1993,Automático,6749.0,15.9,Blanco,Blanco,Tracción trasera,4,6,12,2485.0,Gasolina,5
2678,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-flying-spur-aut-gasolina-gris-eab780bc-3fc6-42bd-8c7c-b443073bb0e3,Bentley,Continental,26300.0,https://maps.google.com/?q=BARRIO%20MONTORRA%201%2C%2048340%20AMOREBIETA%2C%20ES,559,Prof.,Sedán,Ocasión,4,España,12,208700,2007,Automático,1598.0,13.1,Gris,Gris Antracita,Tracción delantera,5,6,4,1629.0,Gasolina,7
2679,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-gtc-aut-gasolina-negro-79333419-eaab-4ca5-beb8-0ea9c4af5a80,Bentley,Continental,59890.0,https://maps.google.com/?q=Calle%20Hermanos%20Alvarez%20Quintero%2018%2C%2029670%20San%20Pedro%20de%20Alcantara%2C%20ES,559,Prof.,Cabrio,Ocasión,2,España,12,59000,2006,Automático,6592.0,14.1,Negro,Negro,Tracción trasera,5,8,12,1995.0,Gasolina,12
2680,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-gt-deportivo-automatico-de-3-puertas-gasolina-negro-9462ef28-5846-40e5-97a4-3a2ea485b1f1,Bentley,Continental GT,78500.0,https://maps.google.com/?q=Avenida%20de%20Somosierra%2C%2012%20Portal%20A-%20Local%20--%20Edificio%20Cristal%2C%2028703%20San%20Sebastian%20de%20los%20Reyes%2C%20ES,575,Prof.,Coupé,Ocasión,3,España,12,80700,2011,Automático,2488.0,7.1,Negro,Negro,Tracción a las cuatro ruedas,5,6,4,1360.0,Gasolina,3
2681,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-gt-gtc-speed-gasolina-blanco-740f62cf-d48e-4876-9f28-cc9e8d0ba640,Bentley,Continental GT,75900.0,https://maps.google.com/?q=C.C.%20Rimesa%20Tino%2C%20Autov%C3%ADa%20del%20Mediterr%C3%A1neo%2C%20340%2C%20km%20175%2C%2029660%20Marbella%2C%20M%C3%A1laga%2C%2029660%20MARBELLA%2C%20ES,617,Prof.,Coupé,Ocasión,2,España,12,121611,2012,Automático,2792.0,10.2,Blanco,Blanco,Tracción delantera,5,6,6,1690.0,Super 95,4
2682,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-gtc-aut-gasolina-negro-5d0756d8-dd61-4295-9168-327474d972a2,Bentley,Continental,64900.0,https://maps.google.com/?q=AV%2F%20CALCERON%20DE%20LA%20BARCA.%20URB.%20MAGNA%20MARBELLA%2C%2029660%20MARBELLA%2C%20ES,559,Prof.,Cabrio,Ocasión,2,España,12,62000,2008,Automático,1999.0,4.2,Negro,Negro,Tracción trasera,5,6,4,1550.0,Diésel,7
2683,2023-11-15,https://www.autoscout24.es/anuncios/bentley-bentayga-6-0-gasolina-gris-b3c41e5a-190a-448b-addb-7e5670a83d26,Bentley,Bentayga,129900.0,https://maps.google.com/?q=CTRA.%20DE%20RUB%C3%8D%2088%2C%2008173%20SANT%20CUGAT%20DEL%20VALL%C3%88S%2C%20ES,608,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,100000,2017,Automático,1598.0,5.7,Gris,Gris,Tracción delantera,5,6,4,1606.0,Diésel,3
2684,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-gt-deportivo-automatico-de-2-puertas-gasolina-azul-5cd86f1d-7b92-4280-92a0-885410418cf9,Bentley,Continental GT,749901.0,https://maps.google.com/?q=CALLE%20CASTILLO%20DE%20CARAVACA%20NAVE%202%20POLIGONO%20BASE%202000%2C%2030564%20LORQUI%2C%20ES,507,Prof.,Coupé,Ocasión,2,España,12,108000,2012,Automático,2993.0,6.9,Azul,Azul,Tracción a las cuatro ruedas,5,8,6,2115.0,Diésel,9
2685,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-w12-flying-spur-gasolina-azul-33feb40c-7141-44ff-95c8-8656b7fcf269,Bentley,Continental,35990.0,https://maps.google.com/?q=GALILEO%2C%207%2C%2028015%20MADRID%2C%20ES,560,Prof.,Sedán,Ocasión,4,España,12,97198,2005,Automático,2231.0,6.4,Azul,Azul metalizado,Tracción a las cuatro ruedas,5,6,4,1953.0,Diésel,10
2686,2023-11-15,https://www.autoscout24.es/anuncios/bentley-arnage-green-label-gasolina-burdeos-4172bee7-db91-4742-8bfc-6f46fb32a622,Bentley,Arnage,45000.0,https://maps.google.com/?q=GALILEO%2C%207%2C%2028015%20MADRID%2C%20ES,354,Prof.,Sedán,Ocasión,4,España,12,74933,1998,Automático,1956.0,5.3,Burdeos,Granate metalizado,Tracción delantera,5,6,4,1725.0,Diésel,9
2687,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-gtc-aut-gasolina-azul-c0b65a2e-fde2-41ae-a898-90d8c4468108,Bentley,Continental,59900.0,https://maps.google.com/?q=Ctra.N%20340%2C%20km%20176%2C%20Oasis%20Business%20Center%2C16%2C%2026302%20Marbella%2C%20ES,559,Prof.,Cabrio,Ocasión,2,España,12,73000,2007,Automático,1560.0,3.7,Azul,Azul,Tracción delantera,5,6,4,1365.0,Diésel,7
2688,2023-11-15,https://www.autoscout24.es/anuncios/bentley-bentayga-6-0-gasolina-azul-4846f43c-3767-4924-a406-b44ad61275d8,Bentley,Bentayga,159900.0,https://maps.google.com/?q=AV%2F%20CALCERON%20DE%20LA%20BARCA.%20URB.%20MAGNA%20MARBELLA%2C%2029660%20MARBELLA%2C%20ES,608,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,44500,2017,Automático,3799.0,5.7,Azul,Sequin Blue,Tracción trasera,5,7,8,1400.0,Gasolina,5
2689,2023-11-15,https://www.autoscout24.es/anuncios/bentley-continental-coupe-supersports-aut-gasolina-negro-6fd4b017-48de-4aea-8715-847e01618a5f,Bentley,Continental,109900.0,https://maps.google.com/?q=Ctra.N%20340%2C%20km%20176%2C%20Oasis%20Business%20Center%2C16%2C%2026302%20Marbella%2C%20ES,630,Prof.,Coupé,Ocasión,2,España,12,18000,2012,Automático,3799.0,3.7,Negro,Negro,Tracción trasera,5,7,8,1400.0,Gasolina,3
2691,2023-11-15,https://www.autoscout24.es/anuncios/bugatti-chiron-sport-gasolina-gris-c8c89122-57ab-4d98-97bb-412c7faacbb5,Bugatti,Chiron,5037900.0,https://maps.google.com/?q=Madrid%20%2F%20Valencia%20%2F%20Murcia%2C%2028260%20Madrid%2C%20ES,,Prof.,Coupé,Ocasión,2,España,12,3147,2021,Automático,1999.0,4.3,Gris,Gris,Tracción trasera,2,8,4,1595.0,Diésel,10
2692,2023-11-15,https://www.autoscout24.es/anuncios/bugatti-chiron-sport-gasolina-azul-e7bc3835-f08e-4a35-92c2-d24bf644fce3,Bugatti,Chiron,41400001.0,https://maps.google.com/?q=Avda%2FGran%20v%C3%ADa%20n%C2%BA%2022%2C%2030008%20MURCIA%2C%20ES,,Prof.,Coupé,Ocasión,2,España,12,9600,2020,Automático,1500.0,5.4,Azul,Azul,Tracción delantera,5,6,3,1495.0,Diésel,2
2693,2023-11-15,https://www.autoscout24.es/anuncios/bugatti-veyron-grand-sport-gasolina-azul-ba60e5f0-0deb-4274-a8b8-be1049623d0f,Bugatti,Veyron,3650000.0,https://maps.google.com/?q=Avda%2FGran%20v%C3%ADa%20n%C2%BA%2022%2C%2030008%20MURCIA%2C%20ES,,Prof.,Cabrio,Ocasión,2,España,12,4500,2015,Automático,1197.0,6.339999999999999,Azul,Black and Blue Exposed Carbon,Tracción delantera,5,5,4,1080.0,Gasolina,4
